Calibration Curve UV	
13.84667	5.242
13.84833	5.242
13.85000	5.241
13.85167	5.240
13.85333	5.239
13.85500	5.239
13.85667	5.238
13.85833	5.237
13.86000	5.236
13.86167	5.236
13.86333	5.235
13.86500	5.234
13.86667	5.233
13.86833	5.233
13.87000	5.232
13.87167	5.231
13.87333	5.230
13.87500	5.230
13.87667	5.229
13.87833	5.228
13.88000	5.227
13.88167	5.227
13.88333	5.226
13.88500	5.225
13.88667	5.224
13.88833	5.224
13.89000	5.223
13.89167	5.222
13.89333	5.221
13.89500	5.221
13.89667	5.220
13.89833	5.219
13.90000	5.218
13.90167	5.218
13.90333	5.217
13.90500	5.216
13.90667	5.215
13.90833	5.215
13.91000	5.214
13.91167	5.213
13.91333	5.212
13.91500	5.212
13.91667	5.211
13.91833	5.210
13.92000	5.209
13.92167	5.209
13.92333	5.208
13.92500	5.207
13.92667	5.206
13.92833	5.206
13.93000	5.205
13.93167	5.204
13.93333	5.203
13.93500	5.203
13.93667	5.202
13.93833	5.201
13.94000	5.200
13.94167	5.200
13.94333	5.199
13.94500	5.198
13.94667	5.197
13.94833	5.197
13.95000	5.196
13.95167	5.195
13.95333	5.194
13.95500	5.194
13.95667	5.193
13.95833	5.192
13.96000	5.191
13.96167	5.191
13.96333	5.190
13.96500	5.189
13.96667	5.188
13.96833	5.188
13.97000	5.187
13.97167	5.186
13.97333	5.185
13.97500	5.185
13.97667	5.184
13.97833	5.183
13.98000	5.182
13.98167	5.182
13.98333	5.181
13.98500	5.180
13.98667	5.179
13.98833	5.179
13.99000	5.178
13.99167	5.177
13.99333	5.177
13.99500	5.176
13.99667	5.175
13.99833	5.174
14.00000	5.174
14.00167	5.173
14.00333	5.172
14.00500	5.171
14.00667	5.171
14.00833	5.170
14.01000	5.169
14.01167	5.168
14.01333	5.168
14.01500	5.167
14.01667	5.166
14.01833	5.165
14.02000	5.165
14.02167	5.164
14.02333	5.163
14.02500	5.162
14.02667	5.162
14.02833	5.161
14.03000	5.160
14.03167	5.159
14.03333	5.159
14.03500	5.158
14.03667	5.157
14.03833	5.156
14.04000	5.156
14.04167	5.155
14.04333	5.154
14.04500	5.153
14.04667	5.153
14.04833	5.152
14.05000	5.151
14.05167	5.150
14.05333	5.150
14.05500	5.149
14.05667	5.148
14.05833	5.147
14.06000	5.147
14.06167	5.146
14.06333	5.145
14.06500	5.144
14.06667	5.144
14.06833	5.143
14.07000	5.142
14.07167	5.141
14.07333	5.141
14.07500	5.140
14.07667	5.139
14.07833	5.138
14.08000	5.138
14.08167	5.137
14.08333	5.136
14.08500	5.135
14.08667	5.135
14.08833	5.134
14.09000	5.133
14.09167	5.132
14.09333	5.132
14.09500	5.131
14.09667	5.130
14.09833	5.129
14.10000	5.129
14.10167	5.128
14.10333	5.127
14.10500	5.126
14.10667	5.126
14.10833	5.125
14.11000	5.124
14.11167	5.123
14.11333	5.123
14.11500	5.122
14.11667	5.121
14.11833	5.120
14.12000	5.120
14.12167	5.119
14.12333	5.118
14.12500	5.117
14.12667	5.117
14.12833	5.116
14.13000	5.115
14.13167	5.114
14.13333	5.114
14.13500	5.113
14.13667	5.112
14.13833	5.111
14.14000	5.111
14.14167	5.110
14.14333	5.109
14.14500	5.108
14.14667	5.108
14.14833	5.107
14.15000	5.106
14.15167	5.105
14.15333	5.105
14.15500	5.104
14.15667	5.103
14.15833	5.102
14.16000	5.102
14.16167	5.101
14.16333	5.100
14.16500	5.099
14.16667	5.099
14.16833	5.098
14.17000	5.097
14.17167	5.096
14.17333	5.096
14.17500	5.095
14.17667	5.094
14.17833	5.093
14.18000	5.093
14.18167	5.092
14.18333	5.091
14.18500	5.090
14.18667	5.090
14.18833	5.089
14.19000	5.088
14.19167	5.087
14.19333	5.087
14.19500	5.086
14.19667	5.085
14.19833	5.084
14.20000	5.084
14.20167	5.083
14.20333	5.082
14.20500	5.082
14.20667	5.081
14.20833	5.080
14.21000	5.079
14.21167	5.079
14.21333	5.078
14.21500	5.077
14.21667	5.076
14.21833	5.076
14.22000	5.075
14.22167	5.074
14.22333	5.073
14.22500	5.073
14.22667	5.072
14.22833	5.071
14.23000	5.070
14.23167	5.070
14.23333	5.069
14.23500	5.068
14.23667	5.067
14.23833	5.067
14.24000	5.066
14.24167	5.065
14.24333	5.064
14.24500	5.064
14.24667	5.063
14.24833	5.062
14.25000	5.061
14.25167	5.061
14.25333	5.060
14.25500	5.059
14.25667	5.058
14.25833	5.058
14.26000	5.057
14.26167	5.056
14.26333	5.055
14.26500	5.055
14.26667	5.054
14.26833	5.053
14.27000	5.052
14.27167	5.052
14.27333	5.051
14.27500	5.050
14.27667	5.049
14.27833	5.049
14.28000	5.048
14.28167	5.047
14.28333	5.046
14.28500	5.046
14.28667	5.045
14.28833	5.044
14.29000	5.043
14.29167	5.043
14.29333	5.042
14.29500	5.041
14.29667	5.040
14.29833	5.040
14.30000	5.039
14.30167	5.038
14.30333	5.037
14.30500	5.037
14.30667	5.036
14.30833	5.035
14.31000	5.034
14.31167	5.034
14.31333	5.033
14.31500	5.032
14.31667	5.031
14.31833	5.031
14.32000	5.030
14.32167	5.029
14.32333	5.028
14.32500	5.028
14.32667	5.027
14.32833	5.026
14.33000	5.025
14.33167	5.025
14.33333	5.024
14.33500	5.023
14.33667	5.022
14.33833	5.022
14.34000	5.021
14.34167	5.020
14.34333	5.019
14.34500	5.019
14.34667	5.018
14.34833	5.017
14.35000	5.016
14.35167	5.016
14.35333	5.015
14.35500	5.014
14.35667	5.013
14.35833	5.013
14.36000	5.012
14.36167	5.011
14.36333	5.010
14.36500	5.010
14.36667	5.009
14.36833	5.008
14.37000	5.007
14.37167	5.007
14.37333	5.006
14.37500	5.005
14.37667	5.004
14.37833	5.004
14.38000	5.003
14.38167	5.002
14.38333	5.001
14.38500	5.001
14.38667	5.000
14.38833	4.999
14.39000	4.998
14.39167	4.998
14.39333	4.997
14.39500	4.996
14.39667	4.995
14.39833	4.995
14.40000	4.994
14.40167	4.993
14.40333	4.992
14.40500	4.992
14.40667	4.991
14.40833	4.990
14.41000	4.989
14.41167	4.989
14.41333	4.988
14.41500	4.987
14.41667	4.986
14.41833	4.986
14.42000	4.985
14.42167	4.984
14.42333	4.984
14.42500	4.983
14.42667	4.982
14.42833	4.981
14.43000	4.981
14.43167	4.980
14.43333	4.979
14.43500	4.978
14.43667	4.978
14.43833	4.977
14.44000	4.976
14.44167	4.975
14.44333	4.975
14.44500	4.974
14.44667	4.973
14.44833	4.972
14.45000	4.972
14.45167	4.971
14.45333	4.970
14.45500	4.969
14.45667	4.969
14.45833	4.968
14.46000	4.967
14.46167	4.966
14.46333	4.966
14.46500	4.965
14.46667	4.964
14.46833	4.963
14.47000	4.963
14.47167	4.962
14.47333	4.961
14.47500	4.960
14.47667	4.960
14.47833	4.959
14.48000	4.958
14.48167	4.957
14.48333	4.957
14.48500	4.956
14.48667	4.955
14.48833	4.954
14.49000	4.954
14.49167	4.953
14.49333	4.952
14.49500	4.951
14.49667	4.951
14.49833	4.950
14.50000	4.949
14.50167	4.948
14.50333	4.948
14.50500	4.947
14.50667	4.946
14.50833	4.945
14.51000	4.945
14.51167	4.944
14.51333	4.943
14.51500	4.942
14.51667	4.942
14.51833	4.941
14.52000	4.940
14.52167	4.939
14.52333	4.939
14.52500	4.938
14.52667	4.937
14.52833	4.936
14.53000	4.936
14.53167	4.935
14.53333	4.934
14.53500	4.933
14.53667	4.933
14.53833	4.932
14.54000	4.931
14.54167	4.930
14.54333	4.930
14.54500	4.929
14.54667	4.928
14.54833	4.927
14.55000	4.927
14.55167	4.926
14.55333	4.925
14.55500	4.924
14.55667	4.924
14.55833	4.923
14.56000	4.922
14.56167	4.921
14.56333	4.921
14.56500	4.920
14.56667	4.919
14.56833	4.918
14.57000	4.918
14.57167	4.917
14.57333	4.916
14.57500	4.915
14.57667	4.915
14.57833	4.914
14.58000	4.913
14.58167	4.912
14.58333	4.912
14.58500	4.911
14.58667	4.910
14.58833	4.909
14.59000	4.909
14.59167	4.908
14.59333	4.907
14.59500	4.906
14.59667	4.906
14.59833	4.905
14.60000	4.904
14.60167	4.903
14.60333	4.903
14.60500	4.902
14.60667	4.901
14.60833	4.900
14.61000	4.900
14.61167	4.899
14.61333	4.898
14.61500	4.897
14.61667	4.897
14.61833	4.896
14.62000	4.895
14.62167	4.894
14.62333	4.894
14.62500	4.893
14.62667	4.892
14.62833	4.891
14.63000	4.891
14.63167	4.890
14.63333	4.889
14.63500	4.889
14.63667	4.888
14.63833	4.887
14.64000	4.886
14.64167	4.886
14.64333	4.885
14.64500	4.884
14.64667	4.883
14.64833	4.883
14.65000	4.882
14.65167	4.881
14.65333	4.880
14.65500	4.880
14.65667	4.879
14.65833	4.878
14.66000	4.877
14.66167	4.877
14.66333	4.876
14.66500	4.875
14.66667	4.874
14.66833	4.874
14.67000	4.873
14.67167	4.872
14.67333	4.871
14.67500	4.871
14.67667	4.870
14.67833	4.869
14.68000	4.868
14.68167	4.868
14.68333	4.867
14.68500	4.866
14.68667	4.865
14.68833	4.865
14.69000	4.864
14.69167	4.863
14.69333	4.862
14.69500	4.862
14.69667	4.861
14.69833	4.860
14.70000	4.859
14.70167	4.859
14.70333	4.858
14.70500	4.857
14.70667	4.856
14.70833	4.856
14.71000	4.855
14.71167	4.854
14.71333	4.853
14.71500	4.853
14.71667	4.852
14.71833	4.851
14.72000	4.850
14.72167	4.850
14.72333	4.849
14.72500	4.848
14.72667	4.847
14.72833	4.847
14.73000	4.846
14.73167	4.845
14.73333	4.844
14.73500	4.844
14.73667	4.843
14.73833	4.842
14.74000	4.841
14.74167	4.841
14.74333	4.840
14.74500	4.839
14.74667	4.838
14.74833	4.838
14.75000	4.837
14.75167	4.836
14.75333	4.835
14.75500	4.835
14.75667	4.834
14.75833	4.833
14.76000	4.832
14.76167	4.832
14.76333	4.831
14.76500	4.830
14.76667	4.829
14.76833	4.829
14.77000	4.828
14.77167	4.827
14.77333	4.826
14.77500	4.826
14.77667	4.825
14.77833	4.824
14.78000	4.823
14.78167	4.823
14.78333	4.822
14.78500	4.821
14.78667	4.820
14.78833	4.820
14.79000	4.819
14.79167	4.818
14.79333	4.817
14.79500	4.817
14.79667	4.816
14.79833	4.815
14.80000	4.814
14.80167	4.814
14.80333	4.813
14.80500	4.812
14.80667	4.811
14.80833	4.811
14.81000	4.810
14.81167	4.809
14.81333	4.808
14.81500	4.808
14.81667	4.807
14.81833	4.806
14.82000	4.805
14.82167	4.805
14.82333	4.804
14.82500	4.803
14.82667	4.802
14.82833	4.802
14.83000	4.801
14.83167	4.800
14.83333	4.799
14.83500	4.799
14.83667	4.798
14.83833	4.797
14.84000	4.796
14.84167	4.796
14.84333	4.795
14.84500	4.794
14.84667	4.794
14.84833	4.793
14.85000	4.792
14.85167	4.791
14.85333	4.791
14.85500	4.790
14.85667	4.789
14.85833	4.788
14.86000	4.788
14.86167	4.787
14.86333	4.786
14.86500	4.785
14.86667	4.785
14.86833	4.784
14.87000	4.783
14.87167	4.782
14.87333	4.782
14.87500	4.781
14.87667	4.780
14.87833	4.779
14.88000	4.779
14.88167	4.778
14.88333	4.777
14.88500	4.776
14.88667	4.776
14.88833	4.775
14.89000	4.774
14.89167	4.773
14.89333	4.773
14.89500	4.772
14.89667	4.771
14.89833	4.770
14.90000	4.770
14.90167	4.769
14.90333	4.768
14.90500	4.767
14.90667	4.767
14.90833	4.766
14.91000	4.765
14.91167	4.764
14.91333	4.764
14.91500	4.763
14.91667	4.762
14.91833	4.761
14.92000	4.761
14.92167	4.760
14.92333	4.759
14.92500	4.758
14.92667	4.758
14.92833	4.757
14.93000	4.756
14.93167	4.755
14.93333	4.755
14.93500	4.754
14.93667	4.753
14.93833	4.752
14.94000	4.752
14.94167	4.751
14.94333	4.750
14.94500	4.749
14.94667	4.749
14.94833	4.748
14.95000	4.747
14.95167	4.746
14.95333	4.746
14.95500	4.745
14.95667	4.744
14.95833	4.743
14.96000	4.743
14.96167	4.742
14.96333	4.741
14.96500	4.740
14.96667	4.740
14.96833	4.739
14.97000	4.738
14.97167	4.737
14.97333	4.737
14.97500	4.736
14.97667	4.735
14.97833	4.734
14.98000	4.734
14.98167	4.733
14.98333	4.732
14.98500	4.731
14.98667	4.731
14.98833	4.730
14.99000	4.729
14.99167	4.728
14.99333	4.728
14.99500	4.727
14.99667	4.726
14.99833	4.725
15.00000	4.725
15.00167	4.724
15.00333	4.723
15.00500	4.722
15.00667	4.722
15.00833	4.721
15.01000	4.720
15.01167	4.719
15.01333	4.719
15.01500	4.718
15.01667	4.717
15.01833	4.716
15.02000	4.716
15.02167	4.715
15.02333	4.714
15.02500	4.713
15.02667	4.713
15.02833	4.712
15.03000	4.711
15.03167	4.710
15.03333	4.710
15.03500	4.709
15.03667	4.708
15.03833	4.707
15.04000	4.707
15.04167	4.706
15.04333	4.705
15.04500	4.704
15.04667	4.704
15.04833	4.703
15.05000	4.702
15.05167	4.701
15.05333	4.701
15.05500	4.700
15.05667	4.699
15.05833	4.698
15.06000	4.698
15.06167	4.697
15.06333	4.696
15.06500	4.696
15.06667	4.695
15.06833	4.694
15.07000	4.693
15.07167	4.693
15.07333	4.692
15.07500	4.691
15.07667	4.690
15.07833	4.690
15.08000	4.689
15.08167	4.688
15.08333	4.687
15.08500	4.687
15.08667	4.686
15.08833	4.685
15.09000	4.684
15.09167	4.684
15.09333	4.683
15.09500	4.682
15.09667	4.681
15.09833	4.681
15.10000	4.680
15.10167	4.679
15.10333	4.678
15.10500	4.678
15.10667	4.677
15.10833	4.676
15.11000	4.675
15.11167	4.675
15.11333	4.674
15.11500	4.673
15.11667	4.672
15.11833	4.672
15.12000	4.671
15.12167	4.670
15.12333	4.669
15.12500	4.669
15.12667	4.668
15.12833	4.667
15.13000	4.666
15.13167	4.666
15.13333	4.665
15.13500	4.664
15.13667	4.663
15.13833	4.663
15.14000	4.662
15.14167	4.661
15.14333	4.660
15.14500	4.660
15.14667	4.659
15.14833	4.658
15.15000	4.657
15.15167	4.657
15.15333	4.656
15.15500	4.655
15.15667	4.654
15.15833	4.654
15.16000	4.653
15.16167	4.652
15.16333	4.651
15.16500	4.651
15.16667	4.650
15.16833	4.649
15.17000	4.648
15.17167	4.648
15.17333	4.647
15.17500	4.646
15.17667	4.645
15.17833	4.645
15.18000	4.644
15.18167	4.643
15.18333	4.642
15.18500	4.642
15.18667	4.641
15.18833	4.640
15.19000	4.639
15.19167	4.639
15.19333	4.638
15.19500	4.637
15.19667	4.636
15.19833	4.636
15.20000	4.635
15.20167	4.634
15.20333	4.633
15.20500	4.633
15.20667	4.632
15.20833	4.631
15.21000	4.630
15.21167	4.630
15.21333	4.629
15.21500	4.628
15.21667	4.627
15.21833	4.627
15.22000	4.626
15.22167	4.625
15.22333	4.624
15.22500	4.624
15.22667	4.623
15.22833	4.622
15.23000	4.621
15.23167	4.621
15.23333	4.620
15.23500	4.619
15.23667	4.618
15.23833	4.618
15.24000	4.617
15.24167	4.616
15.24333	4.615
15.24500	4.615
15.24667	4.614
15.24833	4.613
15.25000	4.612
15.25167	4.612
15.25333	4.611
15.25500	4.610
15.25667	4.609
15.25833	4.609
15.26000	4.608
15.26167	4.607
15.26333	4.606
15.26500	4.606
15.26667	4.605
15.26833	4.604
15.27000	4.603
15.27167	4.603
15.27333	4.602
15.27500	4.601
15.27667	4.601
15.27833	4.600
15.28000	4.599
15.28167	4.598
15.28333	4.598
15.28500	4.597
15.28667	4.596
15.28833	4.595
15.29000	4.595
15.29167	4.594
15.29333	4.593
15.29500	4.592
15.29667	4.592
15.29833	4.591
15.30000	4.590
15.30167	4.589
15.30333	4.589
15.30500	4.588
15.30667	4.587
15.30833	4.586
15.31000	4.586
15.31167	4.585
15.31333	4.584
15.31500	4.583
15.31667	4.583
15.31833	4.582
15.32000	4.581
15.32167	4.580
15.32333	4.580
15.32500	4.579
15.32667	4.578
15.32833	4.577
15.33000	4.577
15.33167	4.576
15.33333	4.575
15.33500	4.574
15.33667	4.574
15.33833	4.573
15.34000	4.572
15.34167	4.571
15.34333	4.571
15.34500	4.570
15.34667	4.569
15.34833	4.568
15.35000	4.568
15.35167	4.567
15.35333	4.566
15.35500	4.565
15.35667	4.565
15.35833	4.564
15.36000	4.563
15.36167	4.562
15.36333	4.562
15.36500	4.561
15.36667	4.560
15.36833	4.559
15.37000	4.559
15.37167	4.558
15.37333	4.557
15.37500	4.556
15.37667	4.556
15.37833	4.555
15.38000	4.554
15.38167	4.553
15.38333	4.553
15.38500	4.552
15.38667	4.551
15.38833	4.550
15.39000	4.550
15.39167	4.549
15.39333	4.548
15.39500	4.547
15.39667	4.547
15.39833	4.546
15.40000	4.545
15.40167	4.544
15.40333	4.544
15.40500	4.543
15.40667	4.542
15.40833	4.541
15.41000	4.541
15.41167	4.540
15.41333	4.539
15.41500	4.538
15.41667	4.538
15.41833	4.537
15.42000	4.536
15.42167	4.535
15.42333	4.535
15.42500	4.534
15.42667	4.533
15.42833	4.532
15.43000	4.532
15.43167	4.531
15.43333	4.530
15.43500	4.529
15.43667	4.529
15.43833	4.528
15.44000	4.527
15.44167	4.526
15.44333	4.526
15.44500	4.525
15.44667	4.524
15.44833	4.523
15.45000	4.523
15.45167	4.522
15.45333	4.521
15.45500	4.520
15.45667	4.520
15.45833	4.519
15.46000	4.518
15.46167	4.517
15.46333	4.517
15.46500	4.516
15.46667	4.515
15.46833	4.514
15.47000	4.514
15.47167	4.513
15.47333	4.512
15.47500	4.511
15.47667	4.511
15.47833	4.510
15.48000	4.509
15.48167	4.508
15.48333	4.508
15.48500	4.507
15.48667	4.506
15.48833	4.505
15.49000	4.505
15.49167	4.504
15.49333	4.503
15.49500	4.503
15.49667	4.502
15.49833	4.501
15.50000	4.500
15.50167	4.500
15.50333	4.499
15.50500	4.498
15.50667	4.497
15.50833	4.497
15.51000	4.496
15.51167	4.495
15.51333	4.494
15.51500	4.494
15.51667	4.493
15.51833	4.492
15.52000	4.491
15.52167	4.491
15.52333	4.490
15.52500	4.489
15.52667	4.488
15.52833	4.488
15.53000	4.487
15.53167	4.486
15.53333	4.485
15.53500	4.485
15.53667	4.484
15.53833	4.483
15.54000	4.482
15.54167	4.482
15.54333	4.481
15.54500	4.480
15.54667	4.479
15.54833	4.479
15.55000	4.478
15.55167	4.477
15.55333	4.476
15.55500	4.476
15.55667	4.475
15.55833	4.474
15.56000	4.473
15.56167	4.473
15.56333	4.472
15.56500	4.471
15.56667	4.470
15.56833	4.470
15.57000	4.469
15.57167	4.468
15.57333	4.467
15.57500	4.467
15.57667	4.466
15.57833	4.465
15.58000	4.464
15.58167	4.464
15.58333	4.463
15.58500	4.462
15.58667	4.461
15.58833	4.461
15.59000	4.460
15.59167	4.459
15.59333	4.458
15.59500	4.458
15.59667	4.457
15.59833	4.456
15.60000	4.455
15.60167	4.455
15.60333	4.454
15.60500	4.453
15.60667	4.452
15.60833	4.452
15.61000	4.451
15.61167	4.450
15.61333	4.449
15.61500	4.449
15.61667	4.448
15.61833	4.447
15.62000	4.446
15.62167	4.446
15.62333	4.445
15.62500	4.444
15.62667	4.443
15.62833	4.443
15.63000	4.442
15.63167	4.441
15.63333	4.440
15.63500	4.440
15.63667	4.439
15.63833	4.438
15.64000	4.437
15.64167	4.437
15.64333	4.436
15.64500	4.435
15.64667	4.434
15.64833	4.434
15.65000	4.433
15.65167	4.432
15.65333	4.431
15.65500	4.431
15.65667	4.430
15.65833	4.429
15.66000	4.428
15.66167	4.428
15.66333	4.427
15.66500	4.426
15.66667	4.425
15.66833	4.425
15.67000	4.424
15.67167	4.423
15.67333	4.422
15.67500	4.422
15.67667	4.421
15.67833	4.420
15.68000	4.419
15.68167	4.419
15.68333	4.418
15.68500	4.417
15.68667	4.416
15.68833	4.416
15.69000	4.415
15.69167	4.414
15.69333	4.413
15.69500	4.413
15.69667	4.412
15.69833	4.411
15.70000	4.410
15.70167	4.410
15.70333	4.409
15.70500	4.408
15.70667	4.408
15.70833	4.407
15.71000	4.406
15.71167	4.405
15.71333	4.405
15.71500	4.404
15.71667	4.403
15.71833	4.402
15.72000	4.402
15.72167	4.401
15.72333	4.400
15.72500	4.399
15.72667	4.399
15.72833	4.398
15.73000	4.397
15.73167	4.396
15.73333	4.396
15.73500	4.395
15.73667	4.394
15.73833	4.393
15.74000	4.393
15.74167	4.392
15.74333	4.391
15.74500	4.390
15.74667	4.390
15.74833	4.389
15.75000	4.388
15.75167	4.387
15.75333	4.387
15.75500	4.386
15.75667	4.385
15.75833	4.384
15.76000	4.384
15.76167	4.383
15.76333	4.382
15.76500	4.381
15.76667	4.381
15.76833	4.380
15.77000	4.379
15.77167	4.378
15.77333	4.378
15.77500	4.377
15.77667	4.376
15.77833	4.375
15.78000	4.375
15.78167	4.374
15.78333	4.373
15.78500	4.372
15.78667	4.372
15.78833	4.371
15.79000	4.370
15.79167	4.369
15.79333	4.369
15.79500	4.368
15.79667	4.367
15.79833	4.366
15.80000	4.366
15.80167	4.365
15.80333	4.364
15.80500	4.363
15.80667	4.363
15.80833	4.362
15.81000	4.361
15.81167	4.360
15.81333	4.360
15.81500	4.359
15.81667	4.358
15.81833	4.357
15.82000	4.357
15.82167	4.356
15.82333	4.355
15.82500	4.354
15.82667	4.354
15.82833	4.353
15.83000	4.352
15.83167	4.351
15.83333	4.351
15.83500	4.350
15.83667	4.349
15.83833	4.348
15.84000	4.348
15.84167	4.347
15.84333	4.346
15.84500	4.345
15.84667	4.345
15.84833	4.344
15.85000	4.343
15.85167	4.342
15.85333	4.342
15.85500	4.341
15.85667	4.340
15.85833	4.339
15.86000	4.339
15.86167	4.338
15.86333	4.337
15.86500	4.336
15.86667	4.336
15.86833	4.335
15.87000	4.334
15.87167	4.333
15.87333	4.333
15.87500	4.332
15.87667	4.331
15.87833	4.330
15.88000	4.330
15.88167	4.329
15.88333	4.328
15.88500	4.327
15.88667	4.327
15.88833	4.326
15.89000	4.325
15.89167	4.324
15.89333	4.324
15.89500	4.323
15.89667	4.322
15.89833	4.321
15.90000	4.321
15.90167	4.320
15.90333	4.319
15.90500	4.318
15.90667	4.318
15.90833	4.317
15.91000	4.316
15.91167	4.315
15.91333	4.315
15.91500	4.314
15.91667	4.313
15.91833	4.313
15.92000	4.312
15.92167	4.311
15.92333	4.310
15.92500	4.310
15.92667	4.309
15.92833	4.308
15.93000	4.307
15.93167	4.307
15.93333	4.306
15.93500	4.305
15.93667	4.304
15.93833	4.304
15.94000	4.303
15.94167	4.302
15.94333	4.301
15.94500	4.301
15.94667	4.300
15.94833	4.299
15.95000	4.298
15.95167	4.298
15.95333	4.297
15.95500	4.296
15.95667	4.295
15.95833	4.295
15.96000	4.294
15.96167	4.293
15.96333	4.292
15.96500	4.292
15.96667	4.291
15.96833	4.290
15.97000	4.289
15.97167	4.289
15.97333	4.288
15.97500	4.287
15.97667	4.286
15.97833	4.286
15.98000	4.285
15.98167	4.284
15.98333	4.283
15.98500	4.283
15.98667	4.282
15.98833	4.281
15.99000	4.280
15.99167	4.280
15.99333	4.279
15.99500	4.278
15.99667	4.277
15.99833	4.277
16.00000	4.276
16.00167	4.275
16.00333	4.274
16.00498	4.274
16.00667	4.273
16.00833	4.272
16.01000	4.271
16.01167	4.271
16.01333	4.270
16.01500	4.269
16.01667	4.268
16.01833	4.268
16.02000	4.267
16.02167	4.266
16.02333	4.265
16.02500	4.265
16.02667	4.264
16.02833	4.263
16.03000	4.262
16.03167	4.262
16.03333	4.261
16.03500	4.260
16.03667	4.259
16.03833	4.259
16.04000	4.258
16.04167	4.257
16.04333	4.256
16.04500	4.256
16.04667	4.255
16.04833	4.254
16.05000	4.253
16.05167	4.253
16.05333	4.252
16.05500	4.251
16.05667	4.250
16.05833	4.250
16.06000	4.249
16.06167	4.248
16.06333	4.247
16.06500	4.247
16.06667	4.246
16.06833	4.245
16.07000	4.244
16.07167	4.244
16.07333	4.243
16.07500	4.242
16.07667	4.241
16.07833	4.241
16.08000	4.240
16.08167	4.239
16.08333	4.238
16.08500	4.238
16.08667	4.237
16.08833	4.236
16.09000	4.235
16.09167	4.235
16.09333	4.234
16.09500	4.233
16.09667	4.232
16.09833	4.232
16.10000	4.231
16.10167	4.230
16.10333	4.229
16.10500	4.229
16.10667	4.228
16.10833	4.227
16.11000	4.226
16.11167	4.226
16.11333	4.225
16.11500	4.224
16.11667	4.223
16.11833	4.223
16.12000	4.222
16.12167	4.221
16.12333	4.220
16.12500	4.220
16.12667	4.219
16.12833	4.218
16.12998	4.217
16.13167	4.217
16.13333	4.216
16.13500	4.215
16.13667	4.215
16.13833	4.214
16.14000	4.213
16.14167	4.212
16.14333	4.212
16.14500	4.211
16.14667	4.210
16.14833	4.209
16.15000	4.209
16.15167	4.208
16.15333	4.207
16.15500	4.206
16.15667	4.206
16.15833	4.205
16.16000	4.204
16.16167	4.203
16.16333	4.203
16.16500	4.202
16.16667	4.201
16.16833	4.200
16.17000	4.200
16.17167	4.199
16.17333	4.198
16.17500	4.197
16.17667	4.197
16.17833	4.196
16.18000	4.195
16.18167	4.194
16.18333	4.194
16.18500	4.193
16.18667	4.192
16.18833	4.191
16.19000	4.191
16.19167	4.190
16.19333	4.189
16.19500	4.188
16.19667	4.188
16.19833	4.187
16.20000	4.186
16.20167	4.185
16.20333	4.185
16.20500	4.184
16.20667	4.183
16.20833	4.182
16.21000	4.182
16.21167	4.181
16.21333	4.180
16.21500	4.179
16.21667	4.179
16.21833	4.178
16.22000	4.177
16.22167	4.176
16.22333	4.176
16.22500	4.175
16.22667	4.174
16.22833	4.173
16.23000	4.173
16.23167	4.172
16.23333	4.171
16.23500	4.170
16.23667	4.170
16.23833	4.169
16.24000	4.168
16.24167	4.167
16.24333	4.167
16.24500	4.166
16.24667	4.165
16.24833	4.164
16.25000	4.164
16.25167	4.163
16.25333	4.162
16.25498	4.161
16.25667	4.161
16.25833	4.160
16.26000	4.159
16.26167	4.158
16.26333	4.158
16.26500	4.157
16.26667	4.156
16.26833	4.155
16.27000	4.155
16.27167	4.154
16.27333	4.153
16.27500	4.152
16.27667	4.152
16.27833	4.151
16.28000	4.150
16.28167	4.149
16.28333	4.149
16.28500	4.148
16.28667	4.147
16.28833	4.146
16.29000	4.146
16.29167	4.145
16.29333	4.144
16.29500	4.143
16.29667	4.143
16.29833	4.142
16.30000	4.141
16.30167	4.140
16.30333	4.140
16.30500	4.139
16.30667	4.138
16.30833	4.137
16.31000	4.137
16.31167	4.136
16.31333	4.135
16.31500	4.134
16.31667	4.134
16.31833	4.133
16.32000	4.132
16.32167	4.131
16.32333	4.131
16.32500	4.130
16.32667	4.129
16.32833	4.128
16.33000	4.128
16.33167	4.127
16.33333	4.126
16.33500	4.125
16.33667	4.125
16.33833	4.124
16.34000	4.123
16.34167	4.122
16.34333	4.122
16.34500	4.121
16.34667	4.120
16.34833	4.120
16.35000	4.119
16.35167	4.118
16.35333	4.117
16.35500	4.117
16.35667	4.116
16.35833	4.115
16.36000	4.114
16.36167	4.114
16.36333	4.113
16.36500	4.112
16.36667	4.111
16.36833	4.111
16.37000	4.110
16.37167	4.109
16.37333	4.108
16.37500	4.108
16.37667	4.107
16.37833	4.106
16.38000	4.105
16.38167	4.105
16.38333	4.104
16.38500	4.103
16.38667	4.102
16.38833	4.102
16.39000	4.101
16.39167	4.100
16.39333	4.099
16.39500	4.099
16.39667	4.098
16.39833	4.097
16.40000	4.096
16.40167	4.096
16.40333	4.095
16.40500	4.094
16.40667	4.093
16.40833	4.093
16.41000	4.092
16.41167	4.091
16.41333	4.090
16.41500	4.090
16.41667	4.089
16.41833	4.088
16.42000	4.087
16.42167	4.087
16.42333	4.086
16.42500	4.085
16.42667	4.084
16.42833	4.084
16.43000	4.083
16.43167	4.082
16.43333	4.081
16.43500	4.081
